Order,Site,BIDS_subID,BIDS_session,BIDS_run,data_to_nifti,filter_count_runs_per_sub,filter_count_runs_per_session,Original_ID,Original_data_structure (subID to nifti),"Modality (T1w, T2w, T2*w, BOLD, etc)",Sex,Age(Years),Age(Weeks),Age(Days),DOB,Date of Scan,Experimental_Condition,Species,"Usage (PRIME1, UWMadison, PRIME2, BrainCharts)",Path to Raw Data Folder (ACCESS),Path to Raw Data Folder (Server),Notes,,JSON,Longitudinal_ID
5334,site-OHSU-UIUC,209219,002,1,sub-209219/ses-002/func/sub-209219_ses-002_task-resting_bold.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-02052015/func/sub-Neuringer34048KneeCoil02052015_ses-20150205_task-resting_bold.nii.gz,bold,M,,,,,,,Rhesus Macaque,,,,,,,
5335,site-OHSU-UIUC,209219,002,1,sub-209219/ses-002/fmap/sub-209219_ses-002_dir-PA_epi.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-02052015/fmap/sub-Neuringer34048KneeCoil02052015_ses-20150205_dir-PA_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5336,site-OHSU-UIUC,209219,002,1,sub-209219/ses-002/fmap/sub-209219_ses-002_dir-AP_epi.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-02052015/fmap/sub-Neuringer34048KneeCoil02052015_ses-20150205_dir-AP_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5337,site-OHSU-UIUC,209219,003,2,sub-209219/ses-003/anat/sub-209219_ses-003_run-02_T1w.nii.gz,,1,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-03202015/anat/sub-Neuringer3404902052015_ses-20150205_run-02_T1w.nii.gz,T1w,M,0.32,16.7142857,117,,,,Rhesus Macaque,,,,,,,
5338,site-OHSU-UIUC,209219,003,4,sub-209219/ses-003/anat/sub-209219_ses-003_run-04_T1w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-03202015/anat/sub-Neuringer3404902052015_ses-20150205_run-04_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5339,site-OHSU-UIUC,209219,003,1,sub-209219/ses-003/anat/sub-209219_ses-003_T2w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-03202015/anat/sub-Neuringer3404902052015_ses-20150205_T2w.nii.gz,T2w,M,,,,,,,Rhesus Macaque,,,,,,,
5340,site-OHSU-UIUC,209219,003,1,sub-209219/ses-003/anat/sub-209219_ses-003_run-01_T1w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-03202015/anat/sub-Neuringer3404902052015_ses-20150205_run-01_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5341,site-OHSU-UIUC,209219,003,3,sub-209219/ses-003/anat/sub-209219_ses-003_run-03_T1w.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-03202015/anat/sub-Neuringer3404902052015_ses-20150205_run-03_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5342,site-OHSU-UIUC,209219,003,1,sub-209219/ses-003/func/sub-209219_ses-003_task-resting_bold.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-03202015/func/sub-Neuringer3404902052015_ses-20150205_task-resting_bold.nii.gz,bold,M,,,,,,,Rhesus Macaque,,,,,,,
5343,site-OHSU-UIUC,209219,003,1,sub-209219/ses-003/fmap/sub-209219_ses-003_dir-PA_epi.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-03202015/fmap/sub-Neuringer3404902052015_ses-20150205_dir-PA_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5344,site-OHSU-UIUC,209219,003,1,sub-209219/ses-003/fmap/sub-209219_ses-003_dir-AP_epi.nii.gz,,0,34049,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34049/ses-03202015/fmap/sub-Neuringer3404902052015_ses-20150205_dir-AP_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5345,site-OHSU-UIUC,209220,001,4,sub-209220/ses-001/anat/sub-209220_ses-001_run-04_T1w.nii.gz,,1,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-06082015/anat/sub-Neuringer3417709182015KneeCoil_ses-20150918_run-04_T1w.nii.gz,T1w,F,0.17,8.85714286,62,,,,Rhesus Macaque,,,,,,,
5346,site-OHSU-UIUC,209220,001,3,sub-209220/ses-001/anat/sub-209220_ses-001_run-03_T1w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-06082015/anat/sub-Neuringer3417709182015KneeCoil_ses-20150918_run-03_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5347,site-OHSU-UIUC,209220,001,1,sub-209220/ses-001/anat/sub-209220_ses-001_T2w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-06082015/anat/sub-Neuringer3417709182015KneeCoil_ses-20150918_T2w.nii.gz,T2w,F,,,,,,,Rhesus Macaque,,,,,,,
5348,site-OHSU-UIUC,209220,001,1,sub-209220/ses-001/anat/sub-209220_ses-001_run-01_T1w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-06082015/anat/sub-Neuringer3417709182015KneeCoil_ses-20150918_run-01_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5349,site-OHSU-UIUC,209220,001,2,sub-209220/ses-001/anat/sub-209220_ses-001_run-02_T1w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-06082015/anat/sub-Neuringer3417709182015KneeCoil_ses-20150918_run-02_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5350,site-OHSU-UIUC,209220,001,1,sub-209220/ses-001/func/sub-209220_ses-001_task-resting_bold.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-06082015/func/sub-Neuringer3417709182015KneeCoil_ses-20150918_task-resting_bold.nii.gz,bold,F,,,,,,,Rhesus Macaque,,,,,,,
5351,site-OHSU-UIUC,209220,001,1,sub-209220/ses-001/fmap/sub-209220_ses-001_dir-AP_epi.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-06082015/fmap/sub-Neuringer3417709182015KneeCoil_ses-20150918_dir-AP_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5352,site-OHSU-UIUC,209220,001,1,sub-209220/ses-001/fmap/sub-209220_ses-001_dir-PA_epi.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-06082015/fmap/sub-Neuringer3417709182015KneeCoil_ses-20150918_dir-PA_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5353,site-OHSU-UIUC,209220,002,3,sub-209220/ses-002/anat/sub-209220_ses-002_run-03_T1w.nii.gz,,1,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-08042015/anat/sub-Neuringer3421806082015KneeCoil_ses-20150608_run-03_T1w.nii.gz,T1w,F,0.33,17,119,,,,Rhesus Macaque,,,,,,,
5354,site-OHSU-UIUC,209220,002,1,sub-209220/ses-002/anat/sub-209220_ses-002_T2w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-08042015/anat/sub-Neuringer3421806082015KneeCoil_ses-20150608_T2w.nii.gz,T2w,F,,,,,,,Rhesus Macaque,,,,,,,
5355,site-OHSU-UIUC,209220,002,1,sub-209220/ses-002/anat/sub-209220_ses-002_run-01_T1w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-08042015/anat/sub-Neuringer3421806082015KneeCoil_ses-20150608_run-01_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5356,site-OHSU-UIUC,209220,002,4,sub-209220/ses-002/anat/sub-209220_ses-002_run-04_T1w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-08042015/anat/sub-Neuringer3421806082015KneeCoil_ses-20150608_run-04_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5357,site-OHSU-UIUC,209220,002,2,sub-209220/ses-002/anat/sub-209220_ses-002_run-02_T1w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-08042015/anat/sub-Neuringer3421806082015KneeCoil_ses-20150608_run-02_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5358,site-OHSU-UIUC,209220,002,1,sub-209220/ses-002/func/sub-209220_ses-002_task-resting_bold.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-08042015/func/sub-Neuringer3421806082015KneeCoil_ses-20150608_task-resting_bold.nii.gz,bold,F,,,,,,,Rhesus Macaque,,,,,,,
5359,site-OHSU-UIUC,209220,002,1,sub-209220/ses-002/fmap/sub-209220_ses-002_dir-AP_epi.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-08042015/fmap/sub-Neuringer3421806082015KneeCoil_ses-20150608_dir-AP_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5360,site-OHSU-UIUC,209220,002,1,sub-209220/ses-002/fmap/sub-209220_ses-002_dir-PA_epi.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-08042015/fmap/sub-Neuringer3421806082015KneeCoil_ses-20150608_dir-PA_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5361,site-OHSU-UIUC,209220,003,1,sub-209220/ses-003/anat/sub-209220_ses-003_T2w.nii.gz,,1,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-09282015/anat/sub-Neuringer3421808042015KneeCoil_ses-20150804_T2w.nii.gz,T2w,F,0.48,24.8571429,174,,,,Rhesus Macaque,,,,,,,
5362,site-OHSU-UIUC,209220,003,3,sub-209220/ses-003/anat/sub-209220_ses-003_run-03_T1w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-09282015/anat/sub-Neuringer3421808042015KneeCoil_ses-20150804_run-03_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5363,site-OHSU-UIUC,209220,003,1,sub-209220/ses-003/anat/sub-209220_ses-003_run-01_T1w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-09282015/anat/sub-Neuringer3421808042015KneeCoil_ses-20150804_run-01_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5364,site-OHSU-UIUC,209220,003,4,sub-209220/ses-003/anat/sub-209220_ses-003_run-04_T1w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-09282015/anat/sub-Neuringer3421808042015KneeCoil_ses-20150804_run-04_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5365,site-OHSU-UIUC,209220,003,2,sub-209220/ses-003/anat/sub-209220_ses-003_run-02_T1w.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-09282015/anat/sub-Neuringer3421808042015KneeCoil_ses-20150804_run-02_T1w.nii.gz,T1w,F,,,,,,,Rhesus Macaque,,,,,,,
5366,site-OHSU-UIUC,209220,003,1,sub-209220/ses-003/func/sub-209220_ses-003_task-resting_bold.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-09282015/func/sub-Neuringer3421808042015KneeCoil_ses-20150804_task-resting_bold.nii.gz,bold,F,,,,,,,Rhesus Macaque,,,,,,,
5367,site-OHSU-UIUC,209220,003,1,sub-209220/ses-003/fmap/sub-209220_ses-003_dir-AP_epi.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-09282015/fmap/sub-Neuringer3421808042015KneeCoil_ses-20150804_dir-AP_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5368,site-OHSU-UIUC,209220,003,1,sub-209220/ses-003/fmap/sub-209220_ses-003_dir-PA_epi.nii.gz,,0,34218,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34218/ses-09282015/fmap/sub-Neuringer3421808042015KneeCoil_ses-20150804_dir-PA_epi.nii.gz,epi,F,,,,,,,Rhesus Macaque,,,,,,,
5369,site-OHSU-UIUC,209221,001,3,sub-209221/ses-001/anat/sub-209221_ses-001_run-03_T1w.nii.gz,,1,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-07202015/anat/sub-Neuringer3434311132015KneeCoil_ses-20151113_run-03_T1w.nii.gz,T1w,M,0.17,9,63,,,,Rhesus Macaque,,,,,,,
5370,site-OHSU-UIUC,209221,001,1,sub-209221/ses-001/anat/sub-209221_ses-001_T2w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-07202015/anat/sub-Neuringer3434311132015KneeCoil_ses-20151113_T2w.nii.gz,T2w,M,,,,,,,Rhesus Macaque,,,,,,,
5371,site-OHSU-UIUC,209221,001,1,sub-209221/ses-001/anat/sub-209221_ses-001_run-01_T1w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-07202015/anat/sub-Neuringer3434311132015KneeCoil_ses-20151113_run-01_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5372,site-OHSU-UIUC,209221,001,4,sub-209221/ses-001/anat/sub-209221_ses-001_run-04_T1w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-07202015/anat/sub-Neuringer3434311132015KneeCoil_ses-20151113_run-04_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5373,site-OHSU-UIUC,209221,001,2,sub-209221/ses-001/anat/sub-209221_ses-001_run-02_T1w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-07202015/anat/sub-Neuringer3434311132015KneeCoil_ses-20151113_run-02_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5374,site-OHSU-UIUC,209221,001,1,sub-209221/ses-001/func/sub-209221_ses-001_task-resting_bold.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-07202015/func/sub-Neuringer3434311132015KneeCoil_ses-20151113_task-resting_bold.nii.gz,bold,M,,,,,,,Rhesus Macaque,,,,,,,
5375,site-OHSU-UIUC,209221,001,1,sub-209221/ses-001/fmap/sub-209221_ses-001_dir-AP_epi.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-07202015/fmap/sub-Neuringer3434311132015KneeCoil_ses-20151113_dir-AP_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5376,site-OHSU-UIUC,209221,001,1,sub-209221/ses-001/fmap/sub-209221_ses-001_dir-PA_epi.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-07202015/fmap/sub-Neuringer3434311132015KneeCoil_ses-20151113_dir-PA_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5377,site-OHSU-UIUC,209221,002,4,sub-209221/ses-002/anat/sub-209221_ses-002_run-04_T1w.nii.gz,,1,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-09152015/anat/sub-Neuringer3434807202015KneeCoil_ses-20150720_run-04_T1w.nii.gz,T1w,M,0.33,17.1428571,120,,,,Rhesus Macaque,,,,,,,
5378,site-OHSU-UIUC,209221,002,1,sub-209221/ses-002/anat/sub-209221_ses-002_T2w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-09152015/anat/sub-Neuringer3434807202015KneeCoil_ses-20150720_T2w.nii.gz,T2w,M,,,,,,,Rhesus Macaque,,,,,,,
5379,site-OHSU-UIUC,209221,002,2,sub-209221/ses-002/anat/sub-209221_ses-002_run-02_T1w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-09152015/anat/sub-Neuringer3434807202015KneeCoil_ses-20150720_run-02_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5380,site-OHSU-UIUC,209221,002,1,sub-209221/ses-002/anat/sub-209221_ses-002_run-01_T1w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-09152015/anat/sub-Neuringer3434807202015KneeCoil_ses-20150720_run-01_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5381,site-OHSU-UIUC,209221,002,3,sub-209221/ses-002/anat/sub-209221_ses-002_run-03_T1w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-09152015/anat/sub-Neuringer3434807202015KneeCoil_ses-20150720_run-03_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5382,site-OHSU-UIUC,209221,002,1,sub-209221/ses-002/func/sub-209221_ses-002_task-resting_bold.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-09152015/func/sub-Neuringer3434807202015KneeCoil_ses-20150720_task-resting_bold.nii.gz,bold,M,,,,,,,Rhesus Macaque,,,,,,,
5383,site-OHSU-UIUC,209221,002,1,sub-209221/ses-002/fmap/sub-209221_ses-002_dir-AP_epi.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-09152015/fmap/sub-Neuringer3434807202015KneeCoil_ses-20150720_dir-AP_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5384,site-OHSU-UIUC,209221,002,1,sub-209221/ses-002/fmap/sub-209221_ses-002_dir-PA_epi.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-09152015/fmap/sub-Neuringer3434807202015KneeCoil_ses-20150720_dir-PA_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5385,site-OHSU-UIUC,209221,003,1,sub-209221/ses-003/anat/sub-209221_ses-003_T2w.nii.gz,,1,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-11172015/anat/sub-Neuringer3434809152015KneeCoil_ses-20150915_T2w.nii.gz,T2w,M,0.48,25.1428571,176,,,,Rhesus Macaque,,,,,,,
5386,site-OHSU-UIUC,209221,003,1,sub-209221/ses-003/anat/sub-209221_ses-003_run-01_T1w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-11172015/anat/sub-Neuringer3434809152015KneeCoil_ses-20150915_run-01_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5387,site-OHSU-UIUC,209221,003,4,sub-209221/ses-003/anat/sub-209221_ses-003_run-04_T1w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-11172015/anat/sub-Neuringer3434809152015KneeCoil_ses-20150915_run-04_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5388,site-OHSU-UIUC,209221,003,2,sub-209221/ses-003/anat/sub-209221_ses-003_run-02_T1w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-11172015/anat/sub-Neuringer3434809152015KneeCoil_ses-20150915_run-02_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5389,site-OHSU-UIUC,209221,003,3,sub-209221/ses-003/anat/sub-209221_ses-003_run-03_T1w.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-11172015/anat/sub-Neuringer3434809152015KneeCoil_ses-20150915_run-03_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5390,site-OHSU-UIUC,209221,003,1,sub-209221/ses-003/func/sub-209221_ses-003_task-resting_bold.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-11172015/func/sub-Neuringer3434809152015KneeCoil_ses-20150915_task-resting_bold.nii.gz,bold,M,,,,,,,Rhesus Macaque,,,,,,,
5391,site-OHSU-UIUC,209221,003,1,sub-209221/ses-003/fmap/sub-209221_ses-003_dir-AP_epi.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-11172015/fmap/sub-Neuringer3434809152015KneeCoil_ses-20150915_dir-AP_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5392,site-OHSU-UIUC,209221,003,1,sub-209221/ses-003/fmap/sub-209221_ses-003_dir-PA_epi.nii.gz,,0,34348,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34348/ses-11172015/fmap/sub-Neuringer3434809152015KneeCoil_ses-20150915_dir-PA_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5393,site-OHSU-UIUC,209222,001,2,sub-209222/ses-001/anat/sub-209222_ses-001_run-02_T1w.nii.gz,,1,34177,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34177/ses-05212015/anat/sub-Neuringer3417509162015KneeCoil_ses-20150916_run-02_T1w.nii.gz,T1w,M,0.17,8.85714286,62,,,,Rhesus Macaque,,,,,,,
5394,site-OHSU-UIUC,209222,001,3,sub-209222/ses-001/anat/sub-209222_ses-001_run-03_T1w.nii.gz,,0,34177,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34177/ses-05212015/anat/sub-Neuringer3417509162015KneeCoil_ses-20150916_run-03_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5395,site-OHSU-UIUC,209222,001,4,sub-209222/ses-001/anat/sub-209222_ses-001_run-04_T1w.nii.gz,,0,34177,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34177/ses-05212015/anat/sub-Neuringer3417509162015KneeCoil_ses-20150916_run-04_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5396,site-OHSU-UIUC,209222,001,1,sub-209222/ses-001/anat/sub-209222_ses-001_run-01_T1w.nii.gz,,0,34177,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34177/ses-05212015/anat/sub-Neuringer3417509162015KneeCoil_ses-20150916_run-01_T1w.nii.gz,T1w,M,,,,,,,Rhesus Macaque,,,,,,,
5397,site-OHSU-UIUC,209222,001,1,sub-209222/ses-001/anat/sub-209222_ses-001_T2w.nii.gz,,0,34177,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34177/ses-05212015/anat/sub-Neuringer3417509162015KneeCoil_ses-20150916_T2w.nii.gz,T2w,M,,,,,,,Rhesus Macaque,,,,,,,
5398,site-OHSU-UIUC,209222,001,1,sub-209222/ses-001/func/sub-209222_ses-001_task-resting_bold.nii.gz,,0,34177,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34177/ses-05212015/func/sub-Neuringer3417509162015KneeCoil_ses-20150916_task-resting_bold.nii.gz,bold,M,,,,,,,Rhesus Macaque,,,,,,,
5399,site-OHSU-UIUC,209222,001,1,sub-209222/ses-001/fmap/sub-209222_ses-001_dir-PA_epi.nii.gz,,0,34177,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34177/ses-05212015/fmap/sub-Neuringer3417509162015KneeCoil_ses-20150916_dir-PA_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5400,site-OHSU-UIUC,209222,001,1,sub-209222/ses-001/fmap/sub-209222_ses-001_dir-AP_epi.nii.gz,,0,34177,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34177/ses-05212015/fmap/sub-Neuringer3417509162015KneeCoil_ses-20150916_dir-AP_epi.nii.gz,epi,M,,,,,,,Rhesus Macaque,,,,,,,
5401,site-OHSU-UIUC,209222,002,1,sub-209222/ses-002/anat/sub-209222_ses-002_run-01_T1w.nii.gz,,1,34177,/ocean/projects/bio220042p/shared/incoming/site-OHSU_Lutein/bids/site-OHSU-UIUC/sub-34177/ses-09182015/anat/sub-Neuringer3417707142015KneeCoil_ses-20150714_run-01_T1w.nii.gz,T1w,M,0.50,26,182,,,,Rhesus Macaque,,,,,,,
